book_names,availability,ratings,prices,categories,book_urls,book_images,source_website,scraped_at
Under the Tuscan Sun,7,Three,£37.33,Travel,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,https://books.toscrape.com/media/cache/98/c2/98c2e95c5fd1a4e7cd5f2b63c52826cb.jpg,https://books.toscrape.com/,2026-08-05 09:19:40.438303+00:00
Toddlers Are A**holes: It's Not Your Fault,7,One,£25.55,Humor,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,https://books.toscrape.com/media/cache/4c/30/4c3041def6f29659e009f61e45e492b0.jpg,https://books.toscrape.com/,2026-08-05 09:19:40.890678+00:00
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,7,One,£34.72,Default,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,https://books.toscrape.com/media/cache/8e/43/8e4335b369bdad5ccc1551e5592f89ac.jpg,https://books.toscrape.com/,2026-08-05 09:19:41.335632+00:00
The Whale,7,Four,£35.96,Childrens,https://books.toscrape.com/catalogue/the-whale_501/index.html,https://books.toscrape.com/media/cache/6c/18/6c18ea03e294bfcfe07cf531c6c5f5b3.jpg,https://books.toscrape.com/,2026-08-05 09:19:41.636152+00:00
The Story of Art,7,Four,£41.14,Art,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,https://books.toscrape.com/media/cache/bb/36/bb364a10868756d1c0877c928b43b533.jpg,https://books.toscrape.com/,2026-08-05 09:19:42.740499+00:00
The Origin of Species,7,Four,£10.01,Science,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,https://books.toscrape.com/media/cache/da/0d/da0d13699a090516502257a4d7da623f.jpg,https://books.toscrape.com/,2026-08-05 09:19:43.179575+00:00
The Great Gatsby,7,Four,£36.05,Default,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,https://books.toscrape.com/media/cache/28/cb/28cb7a5e23c1339a0d6aafd5e7e190d6.jpg,https://books.toscrape.com/,2026-08-05 09:19:43.479094+00:00
The Good Girl,7,Three,£49.03,Default,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,https://books.toscrape.com/media/cache/e2/71/e2718be90a081b33d2606a386b073998.jpg,https://books.toscrape.com/,2026-08-05 09:19:43.899295+00:00
The Glass Castle,7,One,£16.24,Add a comment,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,https://books.toscrape.com/media/cache/e0/e9/e0e97d416322d9728df7d9e589d6a998.jpg,https://books.toscrape.com/,2026-08-05 09:19:44.354814+00:00
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,7,One,£39.55,Biography,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,https://books.toscrape.com/media/cache/cc/a4/cca4e6a4cd5c207e7ce7d992ff464c3b.jpg,https://books.toscrape.com/,2026-08-05 09:19:44.665753+00:00
The Drowning Girls,7,Three,£35.67,Add a comment,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,https://books.toscrape.com/media/cache/f5/d9/f5d90537f3bed5ad7c8971190beb0730.jpg,https://books.toscrape.com/,2026-08-05 09:19:45.077185+00:00
The Constant Princess (The Tudor Court #1),7,Three,£16.62,Historical Fiction,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,https://books.toscrape.com/media/cache/fc/80/fc80b999ff4b8ef24b7071f62d2bf6d1.jpg,https://books.toscrape.com/,2026-08-05 09:19:45.369714+00:00
The Bourne Identity (Jason Bourne #1),7,Four,£42.78,Fiction,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,https://books.toscrape.com/media/cache/40/8d/408d93b27ce8c9cfb3bf66c17e9a54ab.jpg,https://books.toscrape.com/,2026-08-05 09:19:45.787003+00:00
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),7,Five,£52.30,Mystery,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,https://books.toscrape.com/media/cache/95/d7/95d7541679fcbd579b8a4f2b47231aaf.jpg,https://books.toscrape.com/,2026-08-05 09:19:46.083097+00:00
The Art Book,7,Two,£32.34,Art,https://books.toscrape.com/catalogue/the-art-book_490/index.html,https://books.toscrape.com/media/cache/99/51/99511f4da1a4a2114e2ed12e6ba17b65.jpg,https://books.toscrape.com/,2026-08-05 09:19:46.504662+00:00
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,7,Four,£33.17,Default,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,https://books.toscrape.com/media/cache/c9/c3/c9c3d568ff6ddb98bde01c9d0b1d920a.jpg,https://books.toscrape.com/,2026-08-05 09:19:46.814731+00:00
Team of Rivals: The Political Genius of Abraham Lincoln,7,Five,£20.12,Add a comment,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,https://books.toscrape.com/media/cache/56/75/567575381760b5c1ec018d10d350fc5f.jpg,https://books.toscrape.com/,2026-08-05 09:19:47.245437+00:00
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,7,Two,£20.90,Default,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,https://books.toscrape.com/media/cache/5f/17/5f17f0e06d7d67717eff3833d309a233.jpg,https://books.toscrape.com/,2026-08-05 09:19:47.685747+00:00
"Sit, Stay, Love",7,Three,£20.90,Romance,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,https://books.toscrape.com/media/cache/8e/40/8e408552c2e7ee81cd60c03c79f604af.jpg,https://books.toscrape.com/,2026-08-05 09:19:47.979774+00:00
Sister Dear,7,Four,£40.20,Fiction,https://books.toscrape.com/catalogue/sister-dear_485/index.html,https://books.toscrape.com/media/cache/fa/57/fa570b7a0fb42252f61e1e750c79d417.jpg,https://books.toscrape.com/,2026-08-05 09:19:48.283289+00:00
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",7,Three,£52.87,Childrens,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,https://books.toscrape.com/media/cache/4f/1e/4f1ece2500f8dbacecca42d57befca03.jpg,https://books.toscrape.com/,2026-08-05 09:19:48.634763+00:00
"Rich Dad, Poor Dad",7,One,£51.74,Business,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,https://books.toscrape.com/media/cache/18/f4/18f45d31e3892fee589e23f15d759ee3.jpg,https://books.toscrape.com/,2026-08-05 09:19:49.072961+00:00
Raymie Nightingale,7,Two,£34.41,Childrens,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,https://books.toscrape.com/media/cache/8f/66/8f66ec46e671d6fca79649c10c7c8f8a.jpg,https://books.toscrape.com/,2026-08-05 09:19:49.503867+00:00
Playing from the Heart,7,One,£32.38,Childrens,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,https://books.toscrape.com/media/cache/1c/eb/1cebdf525ebe970a1dc3c5a8c50eae6b.jpg,https://books.toscrape.com/,2026-08-05 09:19:49.835088+00:00
Nightstruck: A Novel,7,Four,£50.35,Young Adult,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,https://books.toscrape.com/media/cache/c0/df/c0dfd5388bb38b9c24da2e94534e1198.jpg,https://books.toscrape.com/,2026-08-05 09:19:50.741299+00:00
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",7,Five,£11.38,Food and Drink,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,https://books.toscrape.com/media/cache/e6/b6/e6b66353f9325518994dd8b564290fd7.jpg,https://books.toscrape.com/,2026-08-05 09:19:51.171368+00:00
Meternity,7,Three,£43.58,Womens Fiction,https://books.toscrape.com/catalogue/meternity_478/index.html,https://books.toscrape.com/media/cache/39/e3/39e33ebef2d7a35dd6899541eba8306d.jpg,https://books.toscrape.com/,2026-08-05 09:19:51.476894+00:00
Memoirs of a Geisha,7,Three,£49.67,Fiction,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,https://books.toscrape.com/media/cache/41/80/4180406c788ff3e0f37cd4491a260a5b.jpg,https://books.toscrape.com/,2026-08-05 09:19:51.787131+00:00
Like Never Before (Walker Family #2),7,Two,£28.77,Christian Fiction,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,https://books.toscrape.com/media/cache/17/e2/17e264d978942f73b859fa1c1d2cf827.jpg,https://books.toscrape.com/,2026-08-05 09:19:52.108987+00:00
Life of Pi,7,Four,£13.22,Default,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,https://books.toscrape.com/media/cache/e7/ae/e7aee104ca78dac961bd906294fe88f1.jpg,https://books.toscrape.com/,2026-08-05 09:19:52.423325+00:00
Leave This Song Behind: Teen Poetry at Its Best,7,Five,£51.17,Poetry,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,https://books.toscrape.com/media/cache/31/c7/31c7c5ce7b04d227aa36ecb250b9dad5.jpg,https://books.toscrape.com/,2026-08-05 09:19:52.743015+00:00
King's Folly (The Kinsman Chronicles #1),7,Five,£39.61,Fantasy,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,https://books.toscrape.com/media/cache/3e/2d/3e2d526ee062008ab1cbf54f90a5abb2.jpg,https://books.toscrape.com/,2026-08-05 09:19:53.170161+00:00
John Adams,7,Four,£57.43,Add a comment,https://books.toscrape.com/catalogue/john-adams_472/index.html,https://books.toscrape.com/media/cache/59/b4/59b4f94b4dc4c7cb844a6f24a5e2a41e.jpg,https://books.toscrape.com/,2026-08-05 09:19:53.621133+00:00
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),7,Four,£46.01,Food and Drink,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,https://books.toscrape.com/media/cache/59/2d/592dc2dee11b798780f5ae613b970a34.jpg,https://books.toscrape.com/,2026-08-05 09:19:53.925470+00:00
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,7,Two,£28.25,Food and Drink,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,https://books.toscrape.com/media/cache/e2/5c/e25cbc27ebc12e47cdf3f7adc87cccdc.jpg,https://books.toscrape.com/,2026-08-05 09:19:54.374277+00:00
Good in Bed (Cannie Shapiro #1),7,Five,£37.05,Add a comment,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,https://books.toscrape.com/media/cache/1d/f4/1df443b1bd6d7a1d804b4780a666438f.jpg,https://books.toscrape.com/,2026-08-05 09:19:54.693808+00:00
"Fruits Basket, Vol. 7 (Fruits Basket #7)",7,One,£19.57,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,https://books.toscrape.com/media/cache/b4/36/b43672509477baa090e57ebeacbb28fb.jpg,https://books.toscrape.com/,2026-08-05 09:19:55.052761+00:00
For the Love: Fighting for Grace in a World of Impossible Standards,7,Three,£45.13,Nonfiction,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,https://books.toscrape.com/media/cache/a7/d8/a7d8fda2a874567aab8f61b2b141a5e2.jpg,https://books.toscrape.com/,2026-08-05 09:19:56.544138+00:00
Finding God in the Ruins: How God Redeems Pain,7,Two,£46.64,Nonfiction,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,https://books.toscrape.com/media/cache/ae/2c/ae2ce9662ed6da3de501ff87551ccb2d.jpg,https://books.toscrape.com/,2026-08-05 09:19:56.996953+00:00
Every Heart a Doorway (Every Heart A Doorway #1),7,Five,£12.16,Fantasy,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,https://books.toscrape.com/media/cache/50/d4/50d41a24990208deb72c9802a6c1e540.jpg,https://books.toscrape.com/,2026-08-05 09:19:57.422244+00:00
Delivering the Truth (Quaker Midwife Mystery #1),7,Four,£20.89,Mystery,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,https://books.toscrape.com/media/cache/57/31/5731a5d46c2c1e88977eb5e6d1337a2e.jpg,https://books.toscrape.com/,2026-08-05 09:19:57.996403+00:00
Counted With the Stars (Out from Egypt #1),7,Five,£17.97,Christian Fiction,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,https://books.toscrape.com/media/cache/32/2c/322c1f6cce6d5a69a7d2321779195a0c.jpg,https://books.toscrape.com/,2026-08-05 09:19:58.434395+00:00
"Chronicles, Vol. 1",7,Two,£52.60,Music,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,https://books.toscrape.com/media/cache/11/fc/11fc94453c4dc0d68543971d7843afb0.jpg,https://books.toscrape.com/,2026-08-05 09:19:58.876974+00:00
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,7,One,£25.77,Christian,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,https://books.toscrape.com/media/cache/a2/f5/a2f5b5fd4421d56d37c73a7fb29f5f40.jpg,https://books.toscrape.com/,2026-08-05 09:19:59.297312+00:00
Benjamin Franklin: An American Life,7,Three,£48.19,Biography,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,https://books.toscrape.com/media/cache/25/f8/25f869fa75340fca0fc2a68e8a0412a1.jpg,https://books.toscrape.com/,2026-08-05 09:20:00.334093+00:00
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",7,Five,£29.93,Philosophy,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,https://books.toscrape.com/media/cache/de/76/de76d5c473c358bd41c03cf710692bfb.jpg,https://books.toscrape.com/,2026-08-05 09:20:00.755912+00:00
A Summer In Europe,7,Two,£44.34,Travel,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,https://books.toscrape.com/media/cache/4e/15/4e15150388702ebca2c5a523ac270539.jpg,https://books.toscrape.com/,2026-08-05 09:20:01.065075+00:00
A Short History of Nearly Everything,7,Five,£52.40,History,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,https://books.toscrape.com/media/cache/3c/f6/3cf646523ff7fb8647c500d6325cfcaf.jpg,https://books.toscrape.com/,2026-08-05 09:20:01.497727+00:00
A Gathering of Shadows (Shades of Magic #2),7,Four,£44.81,Fantasy,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,https://books.toscrape.com/media/cache/48/b2/48b20fcc9ab722729de2c4da3d4de26e.jpg,https://books.toscrape.com/,2026-08-05 09:20:01.813532+00:00
The Sound Of Love,6,Five,£57.84,Default,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,https://books.toscrape.com/media/cache/4e/3a/4e3a151bbe2629a55df09fd318fdeb0a.jpg,https://books.toscrape.com/,2026-08-05 09:20:02.259709+00:00
The Rise and Fall of the Third Reich: A History of Nazi Germany,6,Two,£39.67,History,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,https://books.toscrape.com/media/cache/e1/02/e102cefae5bb523bc67eb6b49bc18b5d.jpg,https://books.toscrape.com/,2026-08-05 09:20:02.571295+00:00
The Perks of Being a Wallflower,6,Three,£55.02,Default,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,https://books.toscrape.com/media/cache/ca/5b/ca5b33c09daab4667ed37b330de889bd.jpg,https://books.toscrape.com/,2026-08-05 09:20:02.886196+00:00
The Mysterious Affair at Styles (Hercule Poirot #1),6,Four,£24.80,Mystery,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,https://books.toscrape.com/media/cache/32/94/3294e5eaf73a37958583483fc9a90f04.jpg,https://books.toscrape.com/,2026-08-05 09:20:03.196296+00:00
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,6,Four,£59.45,Nonfiction,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,https://books.toscrape.com/media/cache/92/fe/92fe1c1823653412fe68be2c525dfc3a.jpg,https://books.toscrape.com/,2026-08-05 09:20:03.629286+00:00
The Makings of a Fatherless Child,6,Two,£31.58,Default,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,https://books.toscrape.com/media/cache/6f/6c/6f6c7560e254f8242f86ef048f1ba7b3.jpg,https://books.toscrape.com/,2026-08-05 09:20:03.950628+00:00
The Joy of Cooking,6,Four,£43.27,Add a comment,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,https://books.toscrape.com/media/cache/05/8e/058ebff59d12ebe40df1844bedd9366b.jpg,https://books.toscrape.com/,2026-08-05 09:20:04.256254+00:00
The Invention of Wings,6,One,£37.34,Historical Fiction,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,https://books.toscrape.com/media/cache/62/fa/62fa1e72f06f05762db5d9cedf654153.jpg,https://books.toscrape.com/,2026-08-05 09:20:04.693747+00:00
The Hobbit (Middle-Earth Universe),6,Five,£17.80,Default,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,https://books.toscrape.com/media/cache/8b/d3/8bd38de5367fc675467431f343862569.jpg,https://books.toscrape.com/,2026-08-05 09:20:05.131511+00:00
The Great Railway Bazaar,6,One,£30.54,Travel,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,https://books.toscrape.com/media/cache/76/de/76de41867f323d7f1f4fbe2fdfc1b2ba.jpg,https://books.toscrape.com/,2026-08-05 09:20:05.581607+00:00
The Golden Compass (His Dark Materials #1),6,One,£18.77,Add a comment,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,https://books.toscrape.com/media/cache/e7/9f/e79f81bfea1cb8b0503db022b64da713.jpg,https://books.toscrape.com/,2026-08-05 09:20:06.129857+00:00
The God Delusion,6,Three,£46.85,Add a comment,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,https://books.toscrape.com/media/cache/36/64/36643d44134c8a227988927013805e61.jpg,https://books.toscrape.com/,2026-08-05 09:20:06.563416+00:00
The Girl You Left Behind (The Girl You Left Behind #1),6,One,£15.79,Historical,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,https://books.toscrape.com/media/cache/d0/b6/d0b6d59c0662dcbd15d47add40af1ebd.jpg,https://books.toscrape.com/,2026-08-05 09:20:06.867841+00:00
The Fellowship of the Ring (The Lord of the Rings #1),6,Two,£10.27,Default,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,https://books.toscrape.com/media/cache/ed/75/ed75000b92734d99b76a17954857327c.jpg,https://books.toscrape.com/,2026-08-05 09:20:07.179403+00:00
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),6,Five,£15.42,Poetry,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,https://books.toscrape.com/media/cache/7e/93/7e934132cd03486649fb492fe702f704.jpg,https://books.toscrape.com/,2026-08-05 09:20:07.620237+00:00
The Barefoot Contessa Cookbook,6,Five,£59.92,Food and Drink,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,https://books.toscrape.com/media/cache/dd/07/dd07bd0c443756b9dc260813c1949b4f.jpg,https://books.toscrape.com/,2026-08-05 09:20:08.528983+00:00
Tell the Wolves I'm Home,6,Two,£50.96,Young Adult,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,https://books.toscrape.com/media/cache/f9/72/f972e744117c9d4b5fefb3410c0e9f7c.jpg,https://books.toscrape.com/,2026-08-05 09:20:08.979010+00:00
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,6,Three,£30.60,Default,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,https://books.toscrape.com/media/cache/31/b0/31b0e0a42826b326e43235beb8ddd783.jpg,https://books.toscrape.com/,2026-08-05 09:20:09.404868+00:00
Pride and Prejudice,6,Four,£19.27,Add a comment,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,https://books.toscrape.com/media/cache/c8/09/c80991f861675b6e75dc7f2f6a50e5a0.jpg,https://books.toscrape.com/,2026-08-05 09:20:09.730290+00:00
Musicophilia: Tales of Music and the Brain,6,One,£46.58,Default,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,https://books.toscrape.com/media/cache/02/66/02667c5b8f5a5e9e45c0799518f086ca.jpg,https://books.toscrape.com/,2026-08-05 09:20:10.049763+00:00
Mere Christianity,6,Three,£48.51,Add a comment,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,https://books.toscrape.com/media/cache/d2/90/d29093abd0b9d5258e2e08b731778158.jpg,https://books.toscrape.com/,2026-08-05 09:20:10.366423+00:00
Me Before You (Me Before You #1),6,One,£19.02,Fiction,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,https://books.toscrape.com/media/cache/a2/cd/a2cd0016b37c0407059147e58e14afe5.jpg,https://books.toscrape.com/,2026-08-05 09:20:10.692333+00:00
In the Woods (Dublin Murder Squad #1),6,Two,£38.38,Mystery,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,https://books.toscrape.com/media/cache/24/a1/24a175dac7cb91ff26e2d723cdc6e098.jpg,https://books.toscrape.com/,2026-08-05 09:20:11.012256+00:00
In Cold Blood,6,Four,£49.98,Nonfiction,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,https://books.toscrape.com/media/cache/eb/4e/eb4ea9c04dccab509451ba31feb6b4e8.jpg,https://books.toscrape.com/,2026-08-05 09:20:11.445553+00:00
How to Stop Worrying and Start Living,6,Five,£46.49,Self Help,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,https://books.toscrape.com/media/cache/4f/08/4f08f7948770912e4e340e10caa604cb.jpg,https://books.toscrape.com/,2026-08-05 09:20:11.755865+00:00
Give It Back,6,Two,£18.32,Thriller,https://books.toscrape.com/catalogue/give-it-back_430/index.html,https://books.toscrape.com/media/cache/8b/7c/8b7c73e075cc687b6890dc0dca9fcbcc.jpg,https://books.toscrape.com/,2026-08-05 09:20:12.168245+00:00
"Girl, Interrupted",6,Three,£42.14,Nonfiction,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,https://books.toscrape.com/media/cache/f9/ec/f9ec97bd8b29cc4e36d6c2b093d04709.jpg,https://books.toscrape.com/,2026-08-05 09:20:12.491307+00:00
Fun Home: A Family Tragicomic,6,Four,£56.59,Add a comment,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,https://books.toscrape.com/media/cache/54/ae/54ae8233e8422676c241d1cea0b67f1d.jpg,https://books.toscrape.com/,2026-08-05 09:20:12.792934+00:00
"Fruits Basket, Vol. 6 (Fruits Basket #6)",6,Four,£20.96,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,https://books.toscrape.com/media/cache/94/1a/941a14dec32f0a949c38a325a715c138.jpg,https://books.toscrape.com/,2026-08-05 09:20:13.336949+00:00
Deception Point,6,Four,£40.32,Fiction,https://books.toscrape.com/catalogue/deception-point_426/index.html,https://books.toscrape.com/media/cache/fa/2d/fa2d3198b7ba9785e0edd6f41b84d72b.jpg,https://books.toscrape.com/,2026-08-05 09:20:13.670041+00:00
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",6,Three,£36.39,Sequential Art,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,https://books.toscrape.com/media/cache/07/5c/075c210f5ce43b84d29646a54529d1bd.jpg,https://books.toscrape.com/,2026-08-05 09:20:14.130658+00:00
Catherine the Great: Portrait of a Woman,6,Four,£58.55,History,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,https://books.toscrape.com/media/cache/72/f1/72f13b8f069d3a018d2c378be5a1de20.jpg,https://books.toscrape.com/,2026-08-05 09:20:14.562861+00:00
Better Homes and Gardens New Cook Book,6,Three,£39.61,Food and Drink,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,https://books.toscrape.com/media/cache/75/82/7582e20b84f603358a8d55cd6a0a50f4.jpg,https://books.toscrape.com/,2026-08-05 09:20:14.880112+00:00
An Unquiet Mind: A Memoir of Moods and Madness,6,Three,£21.30,Psychology,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,https://books.toscrape.com/media/cache/00/29/002924b764dc367dcaa3486fa4c0aa0b.jpg,https://books.toscrape.com/,2026-08-05 09:20:15.317115+00:00
A Year in Provence (Provence #1),6,Four,£56.88,Travel,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,https://books.toscrape.com/media/cache/db/46/db46159b05faa5d95262112bf9c29ddd.jpg,https://books.toscrape.com/,2026-08-05 09:20:15.624214+00:00
World Without End (The Pillars of the Earth #2),5,Four,£32.97,Historical Fiction,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,https://books.toscrape.com/media/cache/be/7c/be7ce6fbc9a8e1a5a5b5c32e73cfd78a.jpg,https://books.toscrape.com/,2026-08-05 09:20:16.512351+00:00
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",5,Four,£47.31,Young Adult,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,https://books.toscrape.com/media/cache/de/a1/dea174c8a8dbfd98e5e05c9e479a52b2.jpg,https://books.toscrape.com/,2026-08-05 09:20:16.825618+00:00
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,5,Two,£48.67,Nonfiction,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,https://books.toscrape.com/media/cache/16/f5/16f545b2e14c16ed4bd0e098a0700b57.jpg,https://books.toscrape.com/,2026-08-05 09:20:17.127089+00:00
Where She Went (If I Stay #2),5,Four,£41.73,Young Adult,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,https://books.toscrape.com/media/cache/05/86/0586b3d79013f606494e843de1faea0b.jpg,https://books.toscrape.com/,2026-08-05 09:20:17.432820+00:00
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,5,Four,£53.68,Default,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,https://books.toscrape.com/media/cache/59/bc/59bcc421ae9f5a6f12ef11e849fb745d.jpg,https://books.toscrape.com/,2026-08-05 09:20:17.747272+00:00
Two Summers,5,One,£14.64,Young Adult,https://books.toscrape.com/catalogue/two-summers_415/index.html,https://books.toscrape.com/media/cache/89/16/89165d7488fbaa9e60cfcabe56796288.jpg,https://books.toscrape.com/,2026-08-05 09:20:18.059848+00:00
